chain__,iter__,draw__,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_log_hazard,sigma_port,z_port[1],sigma_visit,z_visit[1],sigma_time,z_time[1],mu_log_aboard,sigma_ship,z_ship[1],mu_log_r,sigma_r,z_r[1],log_crew_ratio,beta_repeat,ww_logit_base,ww_slope,ww_conc,conc_intercept,conc_slope,conc_sigma,log_lambda_port[1],fleet_time[1],log_lambda_visit[1],lambda_aboard[1],R_onboard[1],lambda_port[1],lambda_visit[1],imported_cases_visit[1],imported_cases[1],attribution_share[1],aboard_cases,secondary_cases,total_incidence,import_share,crew_hazard_ratio,repeat_hazard_ratio,loglik_clinical,loglik_wastewater,loglik_concentration,conc_expected_log10[1],conc_expected_log10[2],conc_expected_log10[3],conc_expected_log10[4],conc_expected_log10[5],conc_expected_log10[6],conc_expected_log10[7],conc_expected_log10[8],conc_expected_log10[9],conc_expected_log10[10],conc_expected_log10[11],conc_expected_log10[12],conc_expected_log10[13],conc_expected_log10[14],conc_expected_log10[15]
1.0,67.0,67.0,-289.13837,0.52060428,0.19339555,4.0,15.0,0.0,298.75777,-8.6505229,0.040920822,-0.50706159,0.14028559,1.0753315,0.30681822,1.0392583,-9.7361868,0.9310019,0.60732767,-1.1665263,0.69981132,0.19967432,0.18100071,0.14879563,-9.9030959,0.22081788,812144.53,8.0336667,0.26375217,0.80227196,-8.6712722,0.31886339,-8.2015553,0.00010403704,0.35815408,0.00017144085,0.00027422672,0.027239893,0.027239893,0.55473772,0.021743741,0.00012046,0.049104094,0.55473772,1.198416,1.1604358,-256.18802,0.0,-20.252315,6.4511537,6.4511537,7.1949798,7.2742905,7.320706,7.3536444,7.3791961,7.2798757,7.2975226,7.3046646,7.3113914,7.3177515,7.3237867,7.3295333,7.3350228
1.0,68.0,68.0,-284.75762,0.3217729,0.19339555,5.0,63.0,0.0,299.5765,-6.0611203,0.72457074,2.5985479,0.10583417,-1.0940752,0.083138603,0.64384369,-10.938907,0.70754012,-0.58925349,0.031828455,0.55225744,-0.54018409,0.56852382,-0.039767294,-7.9475558,1.5039306,92982.768,7.1671019,0.1765618,0.75628304,-4.1782885,0.053528264,-4.2405508,1.1701108e-05,0.76606196,0.015324713,0.014399659,1.7734283,1.7734283,0.99078483,0.0024455316,0.014048903,1.7899228,0.99078483,1.7656587,0.96101305,-252.5825,0.0,-20.135933,6.107731,6.107731,6.9126357,6.965785,6.9968757,7.0189349,7.0360456,6.9695271,6.9813491,6.9813646,6.9813866,6.9814199,6.9814709,6.9815476,6.9816592
1.0,69.0,69.0,-283.83802,0.8423579,0.19339555,5.0,31.0,0.0,295.38749,-8.5388077,0.69247433,2.3363643,0.53866489,-0.933907,0.31983493,-0.039849287,-9.5966265,0.64817119,-0.73882182,0.10595121,0.18536375,-0.075254029,0.41956554,0.2887539,-8.6665898,0.71843787,22216.355,7.7310018,0.20948713,0.90571788,-6.9209354,-0.012745194,-7.4367436,4.2098036e-05,1.0963668,0.00098690631,0.00058920078,0.066517598,0.066517598,0.87414719,0.0087984894,0.00077818892,0.076094276,0.87414719,1.5213005,1.3347632,-255.6823,0.0,-19.103536,6.474079,6.474079,7.1331913,7.1962208,7.2330988,7.2592665,7.279565,7.2006596,7.214683,7.2158018,7.2169178,7.2180389,7.2191751,7.2203385,7.2215427
1.0,70.0,70.0,-289.86601,0.94318333,0.19339555,4.0,15.0,0.0,297.4734,-7.5940432,0.15532025,-0.98313436,0.078935305,0.54038728,1.3350552,0.78288091,-13.700417,0.483775,-0.83558087,0.75197644,0.72487041,0.21549874,0.082603715,0.59649466,-8.3783803,0.69435472,328729.68,8.4604818,0.67072761,1.2154095,-7.7467438,1.0451892,-6.658899,7.489077e-07,2.4798178,0.0004321474,0.0012825577,0.12135135,0.12135135,0.97377218,0.00015652171,0.0031119856,0.12461985,0.97377218,1.0861113,1.8157428,-254.97812,0.0,-25.480376,4.4361161,4.4361161,6.7126696,6.91452,7.0326097,7.1164001,7.1813967,6.9287406,6.9736593,6.9737616,6.9739445,6.9742668,6.9748074,6.9756641,6.9769479
1.0,71.0,71.0,-289.77027,0.66935378,0.19339555,4.0,15.0,0.0,303.9971,-7.4747883,0.32012827,-0.68041274,0.16603661,0.34615234,0.91806661,1.5289875,-12.578483,0.37841403,-0.91665796,0.81026464,0.55226505,0.1580316,0.23859481,0.57672914,-7.6088706,0.20067174,105932.86,8.7603762,0.4906832,1.1530003,-7.6926076,1.4037124,-6.2314213,2.435498e-06,2.4535599,0.00045618706,0.0019666547,0.20122318,0.20122318,0.97284767,0.00050901909,0.0051071505,0.20683935,0.97284767,1.2694641,1.7802061,-254.55246,0.0,-24.868888,5.816277,5.816277,7.58953,7.7372145,7.8236109,7.8849122,7.9324633,7.7476185,7.7804818,7.7805814,7.7807393,7.780998,7.7814146,7.7820598,7.7830138
1.0,72.0,72.0,-284.31244,0.8925199,0.19339555,4.0,15.0,0.0,294.59225,-8.2290007,0.36006006,-0.689467,0.11942254,-0.69087221,0.8153534,0.78880122,-12.345939,0.25788046,-0.20239192,0.39366966,0.6917515,0.43915938,0.10851991,0.42471106,-7.2036316,0.49621377,125247.93,8.4717831,0.55049206,1.179271,-8.4772503,0.64315176,-7.9166042,4.1262904e-06,2.0086419,0.00020815028,0.00036463846,0.034937593,0.034937593,0.95641263,0.00086239469,0.00072984468,0.036529832,0.95641263,1.1146271,1.5291485,-256.21309,0.0,-22.611738,5.1688308,5.1688308,6.7411507,6.9066988,7.0035801,7.0723303,7.1256634,6.9183627,6.9552095,6.9558139,6.9564702,6.9572166,6.9581049,6.9591983,6.9605689
1.0,73.0,73.0,-283.73931,0.99058899,0.19339555,5.0,31.0,0.0,294.729,-5.9636433,0.68787193,-0.43281384,0.23799056,1.8177623,0.45039399,-0.2126097,-9.065668,0.36534563,0.57509936,-1.3731666,0.52903254,-0.44234753,-0.34946691,-0.31856247,-8.1762131,0.93506475,872756.7,7.1622126,0.081486373,0.65831652,-6.2613638,-0.095758132,-5.9245117,0.00014258704,0.20045153,0.001908641,0.0026731126,0.21014055,0.21014055,0.87415884,0.029800691,0.00045048366,0.24039173,0.87415884,0.70506385,0.72719365,-254.19589,0.0,-18.113852,6.6732944,6.6732944,6.9704439,6.9949698,7.0093175,7.0194976,7.0273941,6.9966963,7.0021513,7.0026136,7.0030708,7.0035234,7.0039723,7.0044183,7.0048627
1.0,74.0,74.0,-281.28609,0.9784434,0.19339555,4.0,31.0,0.0,290.34883,-6.953832,0.8579163,1.3525315,0.4964403,-0.7250803,0.31202565,0.10626912,-12.664861,0.2064484,-0.22716362,-0.45983851,0.27657125,-0.10446237,-0.12543287,0.11763142,-3.1690901,1.4758855,41982.179,7.6063237,0.33470713,1.0462786,-5.7934732,0.03315869,-6.1202735,3.0154581e-06,0.61340505,0.0030473798,0.0021978547,0.18912282,0.18912282,0.99041414,0.00063023073,0.0012002206,0.19095327,0.99041414,0.88211498,1.1248294,-254.44135,0.0,-21.120438,5.5980809,5.5980809,6.7986752,6.8994133,6.958346,7.0001608,7.0325956,6.9065059,6.9289139,6.9289683,6.9290326,6.929114,6.9292222,6.9293692,6.9295689
1.0,75.0,75.0,-282.80219,0.84755187,0.19339555,4.0,31.0,0.0,294.27029,-6.8595892,0.67386475,1.1770814,0.64971289,0.046481538,0.74172022,0.99470676,-12.8144,0.2526773,0.37079383,0.024997345,0.74458124,0.37921446,-0.51803545,-0.026109441,-7.7077856,0.69586165,19217.659,8.2013374,0.40130574,1.3718163,-6.0663956,0.73779412,-5.2984018,2.9885905e-06,1.3598213,0.0023195187,0.0049995778,0.37006358,0.37006358,0.98449315,0.0006246154,0.0052042947,0.37589249,0.98449315,0.59568966,0.97422846,-253.62379,0.0,-22.812778,5.793503,5.793503,7.3498909,7.4706844,7.541347,7.5914839,7.630374,7.4791909,7.5060632,7.5061131,7.5061894,7.5063114,7.5065049,7.5068023,7.5072404
1.0,76.0,76.0,-288.56067,0.93222485,0.19339555,4.0,15.0,0.0,294.58169,-6.4411099,0.54589452,-0.74612307,0.16178466,1.0065381,0.72583693,-0.51388137,-10.004111,0.63900982,-1.2077187,-0.78620775,0.029292331,-1.060906,0.30399694,0.39057414,-4.2966912,1.7528837,4090391.9,7.3845774,0.16290715,0.6875943,-6.8484144,-0.37299408,-7.058566,2.089804e-05,0.44162942,0.0010611369,0.00086001045,0.091093275,0.091093275,0.95005909,0.0043676904,0.00042072867,0.095881694,0.95005909,1.3552649,1.477829,-255.35198,0.0,-19.222082,6.4071345,6.4071345,6.9405538,6.9895749,7.0182552,7.0386055,7.054391,6.9930264,7.0039309,7.004254,7.004579,7.0049084,7.0052455,7.0055943,7.0059593
1.0,77.0,77.0,-296.12417,0.51363151,0.19339555,4.0,15.0,0.0,313.45034,-6.9541313,0.025429641,0.15586104,0.01743711,-0.73065613,0.69751265,2.8723161,-11.267243,0.21573956,-1.725048,-1.6912413,0.53731646,1.2255781,-0.4033014,-0.11288745,-7.4186353,1.074075,30949.53,7.8136851,0.50100166,1.7625932,-6.9501679,2.0034768,-4.9594316,8.811931e-06,0.35603792,0.00095847426,0.0070169152,0.54072804,0.54072804,0.99296037,0.0018416936,0.0019918199,0.54456155,0.99296037,0.6681107,0.89325119,-253.28645,0.0,-24.245755,4.8076751,4.8076751,6.8333094,6.9841161,7.0723348,7.1349277,7.183479,6.9947326,7.0282743,7.0283522,7.0284386,7.0285397,7.0286639,7.0288215,7.0290246
1.0,78.0,78.0,-297.18474,0.98483176,0.19339555,4.0,15.0,0.0,305.76039,-7.323546,0.024817435,-0.24388513,0.012898879,-0.88281517,0.98945631,2.5136816,-9.7901895,0.14950976,-1.7473643,-1.6894628,0.77953657,1.7210778,-0.51850247,-0.27412296,-7.6562279,0.75219462,19662.236,7.8542524,0.42698829,1.5741919,-7.3295986,2.4871781,-4.8538078,4.3123713e-05,0.70622617,0.00065583681,0.0077986253,0.57715508,0.57715508,0.97757021,0.009012856,0.0042296395,0.59039757,0.97757021,0.59541153,0.76023859,-253.17709,0.0,-23.163794,5.2923226,5.2923226,7.0313265,7.159855,7.2350413,7.2883874,7.3297665,7.1689042,7.1974929,7.1977807,7.1980826,7.1984091,7.1987743,7.1991956,7.1996932
1.0,79.0,79.0,-288.95188,0.9817986,0.19339555,4.0,15.0,0.0,306.99245,-6.3258567,0.05731639,1.6715309,0.91990555,-1.3015387,0.73728264,0.96893623,-11.930622,0.16620654,-0.34750838,-1.6341129,0.27880432,0.2313796,-0.076623156,-0.26580587,-6.253525,1.1558762,10902.258,7.6784742,0.38854459,1.4049859,-6.2300506,0.71437986,-6.7129633,6.2160241e-06,0.20812773,0.0019693523,0.0012150581,0.10680608,0.10680608,0.9858807,0.001299149,0.00023047502,0.1083357,0.9858807,0.92623884,0.76658793,-255.02727,0.0,-22.048607,5.3472066,5.3472066,6.6448815,6.7618065,6.830213,6.8787508,6.9164009,6.7700382,6.7960459,6.7962448,6.7964472,6.796656,6.7968749,6.7971083,6.7973617
1.0,80.0,80.0,-288.66437,0.99322433,0.19339555,4.0,15.0,0.0,296.92535,-8.2575055,0.091825911,0.23110234,0.16248885,-0.70364117,1.9326537,1.4025076,-12.459471,0.19427259,-0.0068874616,-1.0703465,0.55818731,0.51820165,0.51882919,-0.38621463,-7.2310439,0.96854986,17798.398,7.8695247,0.4465801,1.6756454,-8.2362843,2.7105616,-5.6400565,3.8756038e-06,0.45790529,0.00026486659,0.0035526675,0.42476581,0.42476581,0.9934011,0.0008100012,0.0020116051,0.42758741,0.9934011,1.6800595,0.67962464,-253.96511,0.0,-23.468854,5.1900441,5.1900441,6.9487648,7.0831877,7.1618228,7.2176161,7.2608934,7.0926512,7.1225497,7.1225931,7.1226464,7.1227167,7.1228135,7.122949,7.1231368
1.0,81.0,81.0,-288.63116,0.90391548,0.19339555,4.0,15.0,0.0,295.3105,-8.75935,0.094859684,0.11319242,0.15546024,-0.74283624,1.447378,1.3106276,-12.363352,0.22340873,-0.069109887,-0.90651558,0.43964593,0.30960279,0.47029939,-0.37084478,-7.3791553,0.65610111,14628.021,7.8274543,0.43557326,1.7015402,-8.7486126,1.8969736,-6.9671205,4.2068691e-06,0.46282791,0.00015868133,0.00094236254,0.10952126,0.10952126,0.98734049,0.00087923564,0.00052502767,0.11092552,0.98734049,1.6004733,0.69015106,-255.28074,0.0,-23.156221,5.2140147,5.2140147,6.6733214,6.8043998,6.8810864,6.9354994,6.9777068,6.8136287,6.842786,6.8429389,6.8431014,6.8432805,6.8434856,6.8437285,6.8440225
1.0,82.0,82.0,-284.90044,0.92233321,0.19339555,4.0,15.0,0.0,300.37946,-10.057184,0.46796116,-0.17923855,0.66708736,0.2229463,0.10859481,-0.34546646,-11.739576,0.07102596,0.66845784,-0.25581034,0.29123975,-0.17928737,-0.76114381,-0.19791726,-6.2588695,1.1323562,407196.84,8.7003855,0.45552598,0.66567021,-10.14106,-0.037515863,-10.029851,8.3596193e-06,0.73489625,3.9426981e-05,4.4064707e-05,0.0030236998,0.0030236998,0.63032299,0.0017471604,2.6203867e-05,0.0047970641,0.63032299,0.46713181,0.82043774,-258.07435,0.0,-22.921751,5.9672296,5.9672296,6.8107146,6.9464448,7.0261912,7.0828698,7.1268745,6.9560326,6.9863424,6.9957081,7.0046651,7.0132582,7.0215302,7.0295212,7.0372689
1.0,83.0,83.0,-289.99047,0.90337172,0.19339555,4.0,31.0,0.0,297.18041,-10.511488,1.9494904,-0.7388,0.56538779,1.5772351,0.12859218,0.46356152,-11.175765,0.11705991,0.40117617,-0.88556734,0.77314316,1.5253788,-0.24628853,-0.12097856,-6.6314763,1.007905,3313763.1,8.2155617,0.23959467,0.68961428,-11.951771,0.059610387,-11.000411,1.4683244e-05,1.3414738,6.4478023e-06,1.6694832e-05,0.0013661591,0.0013661591,0.30602088,0.0030687981,2.9310396e-05,0.0044642676,0.30602088,0.78169665,0.88605296,-258.52302,0.0,-19.762047,6.7779937,6.7779937,7.17072,7.2416441,7.2834311,7.3131635,7.3362614,7.2466655,7.2625455,7.2761412,7.288176,7.2989809,7.3087956,7.3177998,7.3261321
1.0,84.0,84.0,-287.19,0.99572329,0.19339555,4.0,15.0,0.0,300.00542,-9.975914,0.11074359,0.45085728,0.25898466,0.37084158,1.326275,2.6409713,-13.29428,0.12216813,-0.17747408,-1.4738066,0.1385156,-0.21943754,-0.61074155,-0.042115502,-9.4830205,1.1411138,31868.856,8.1327657,0.42126722,0.92682407,-9.9259844,3.502654,-6.3272881,1.6479777e-06,0.22219451,4.8887714e-05,0.001786873,0.1283043,0.1283043,0.99504182,0.00034442735,0.00029489799,0.12894363,0.99504182,0.5429481,0.95875904,-254.64752,0.0,-22.450458,5.6051623,5.6051623,7.0452576,7.1720368,7.2462067,7.2988335,7.3396551,7.1809621,7.2091612,7.2092118,7.2092668,7.2093295,7.2094042,7.2094962,7.2096118
1.0,85.0,85.0,-286.62792,0.95999268,0.19339555,5.0,31.0,0.0,293.19275,-8.7553263,0.13568329,0.71799611,0.81102104,1.2731323,0.86488679,3.0342073,-13.310138,0.11705677,0.045503515,-0.50288006,0.21884613,-0.35471769,-0.63557366,0.18387427,-8.8412258,0.66463604,675826.0,7.4790671,0.24532531,1.0219483,-8.6579062,2.6242458,-5.0011233,1.6664564e-06,0.55961364,0.00017374771,0.0067303822,0.47950289,0.47950289,0.99352973,0.00034828939,0.0027744267,0.48262561,0.99352973,0.52963157,1.2018647,-253.32841,0.0,-19.996124,6.0071152,6.0071152,6.9861382,7.0599831,7.1031809,7.1338306,7.1576048,7.065182,7.0816069,7.0816198,7.0816392,7.0816701,7.0817189,7.0817938,7.0819039
1.0,86.0,86.0,-285.98962,0.97935837,0.19339555,5.0,31.0,0.0,295.94921,-9.594777,0.40980791,-0.82904258,0.51823405,1.6150894,1.7033329,0.83925764,-12.571868,1.0839247,-0.68994455,-0.6281225,0.46684477,1.0455131,-0.41814419,0.16992308,-6.5844218,0.66917505,5090.299,7.1882082,0.057782634,0.76746401,-9.9345252,1.4295351,-7.6679958,1.6418016e-06,0.869332,4.8471951e-05,0.00046755396,0.035836715,0.035836715,0.98175625,0.00034313653,0.00032280894,0.03650266,0.98175625,0.6582673,1.1852137,-255.97556,0.0,-17.110662,6.8415124,6.8415124,7.0071,7.0244772,7.0346465,7.0418629,7.047461,7.0257011,7.0295678,7.0295927,7.02962,7.0296515,7.0296895,7.0297369,7.0297972
1.0,87.0,87.0,-284.75128,0.99183541,0.19339555,5.0,31.0,0.0,292.56511,-7.7955828,0.81891258,-1.6494217,0.49731625,1.0072648,1.6107268,1.6844764,-11.828762,0.86498919,-0.63729182,-0.3387134,0.46670598,-0.48425075,-0.46541877,0.03138711,-6.5459513,1.1517677,43904.128,7.5404524,0.03514456,0.73341395,-9.146315,2.7132313,-5.9321545,4.2017386e-06,0.56852151,0.00010661195,0.0026527604,0.19994022,0.19994022,0.98982898,0.00087816337,0.0011763279,0.20199471,0.98982898,0.62787212,1.0318849,-254.2536,0.0,-19.838329,7.3295851,7.3295851,7.4565011,7.4670788,7.4732669,7.4776575,7.4810632,7.4678236,7.4701764,7.4701836,7.4701918,7.4702016,7.470214,7.4702302,7.4702515
1.0,88.0,88.0,-284.5768,0.99856791,0.19339555,4.0,15.0,0.0,291.71344,-8.2077047,0.78905506,-1.7152496,0.30658479,0.88142063,1.2939786,2.0532119,-11.217608,0.55707212,-0.58687099,-0.11280513,0.74621169,-0.58943845,-0.66139397,-0.10847664,-6.9551392,1.4254961,37133.752,7.3125918,0.034292483,0.80755165,-9.5611311,2.6568122,-6.6340887,9.6888238e-06,0.57542234,7.041311e-05,0.0013147764,0.09292513,0.09292513,0.97297904,0.0020249642,0.00055569411,0.095505788,0.97297904,0.51613136,0.89719985,-254.94637,0.0,-17.56368,7.1068369,7.1068369,7.2193292,7.2296484,7.2356857,7.2399695,7.2432924,7.230375,7.2326705,7.2327021,7.2327346,7.2327687,7.2328053,7.2328455,7.2328906
1.0,89.0,89.0,-287.60005,0.94733393,0.19339555,4.0,15.0,0.0,300.05356,-4.8928027,0.30219297,0.94841348,0.58322778,2.2554121,0.54755747,0.17899805,-12.63824,0.18581795,-0.56248747,0.72017971,0.11118874,-0.98963603,-1.1312434,0.22859494,-5.6905085,1.5431894,199953.25,7.1486104,0.09869916,1.0493752,-4.6061988,0.098011719,-3.1927681,2.9234082e-06,1.8406952,0.0099897187,0.041058061,2.5682038,2.5682038,0.98109639,0.00061099232,0.048872742,2.6176875,0.98109639,0.32263185,1.2568328,-251.54479,0.0,-18.520239,6.5564155,6.5564155,7.0222228,7.0519338,7.0693137,7.0816451,7.0912102,7.0540264,7.0606365,7.0606447,7.0606617,7.060694,7.0607501,7.0608409,7.0609784
1.0,90.0,90.0,-285.54472,0.95853492,0.19339555,4.0,15.0,0.0,297.93331,-4.2820109,1.3898798,0.46746251,0.46172326,1.2355115,1.1004777,-1.0212912,-11.405509,0.30944532,-2.0010729,0.80203761,0.97394521,0.45883547,0.066168749,0.021879397,-5.9389832,1.3359695,152147.42,7.3591971,0.15644897,0.80922285,-3.6322942,-1.1239082,-4.1857379,5.9941187e-06,3.4865692,0.026455421,0.015210977,1.4279015,1.4279015,0.96438517,0.0012527708,0.051479763,1.480634,0.96438517,1.068407,1.0221205,-252.52418,0.0,-19.202815,6.4205033,6.4205033,7.1189863,7.166081,7.1936299,7.2131764,7.2283385,7.1693996,7.179881,7.1799085,7.1799624,7.1800621,7.1802333,7.1805079,7.180922
1.0,91.0,91.0,-281.81419,0.99941149,0.19339555,4.0,15.0,0.0,288.80527,-6.3776441,0.3661291,0.5475442,0.35601232,-0.46103105,0.27649911,1.2786448,-11.951165,0.59686104,1.1353847,-0.32849443,0.067451551,-0.04458387,-0.13078852,-0.099063656,-7.1203599,1.4052182,82728.985,6.9818688,0.03354769,0.82555422,-6.1771722,0.35354416,-5.9877608,1.270521e-05,0.71784495,0.0020762909,0.0025092766,0.21542375,0.21542375,0.98061385,0.0026553889,0.0016034101,0.21968255,0.98061385,0.87740331,0.90568505,-254.3058,0.0,-17.059922,6.7805826,6.7805826,6.9028455,6.9129427,6.9188496,6.9230407,6.9262917,6.9136536,6.9158996,6.9159177,6.9159369,6.9159581,6.9159824,6.9160113,6.9160462
1.0,92.0,92.0,-286.60715,0.85336352,0.19339555,4.0,15.0,0.0,298.05348,-5.5568914,1.5641709,1.7063246,0.0074484193,0.60798626,0.9096503,0.19962918,-11.10727,0.12890103,1.1384467,-0.66409462,0.30218346,-1.4585396,0.27406001,-0.14499587,-10.443545,0.91526709,113033.89,7.0505038,0.036230106,0.5933605,-2.8879081,0.18159274,-2.7017868,1.7374217e-05,0.33126349,0.055692596,0.067085538,6.9931532,6.9931532,0.99607138,0.0036312114,0.023950583,7.020735,0.99607138,1.3152937,0.86502586,-251.10418,0.0,-18.145177,6.8331232,6.8331232,7.0198725,7.0307788,7.0371586,7.0416851,7.0451962,7.0315465,7.0339722,7.0339734,7.0339753,7.0339781,7.0339825,7.0339891,7.0339988
1.0,93.0,93.0,-288.95758,0.98239646,0.19339555,5.0,31.0,0.0,294.03266,-8.4563243,0.11728287,0.14722044,0.005163542,0.44601376,1.1286009,0.75672014,-12.493393,0.1130516,-0.23667507,-0.23940238,0.3236167,1.9985166,-0.47899648,0.26539147,-2.9552618,1.2193762,81013.376,8.4012573,0.45059271,1.1153595,-8.4390578,0.85403507,-7.5827198,3.6523146e-06,1.5028314,0.0002162538,0.00050917451,0.038195724,0.038195724,0.96562721,0.00076333376,0.00059629393,0.039555351,0.96562721,0.61940466,1.3039413,-255.8877,0.0,-21.3871,5.697701,5.697701,7.0018979,7.137415,7.2167188,7.2729946,7.31665,7.1469613,7.1771197,7.1775186,7.1779493,7.1784354,7.1790087,7.1797083,7.1805788
1.0,94.0,94.0,-290.86956,0.46014471,0.19339555,5.0,31.0,0.0,296.97843,-8.847902,0.10225181,0.26773443,0.0042631894,0.55834408,1.2579772,0.72362366,-12.585713,0.093891762,-0.06390408,-0.25770943,0.23731568,1.9524136,-0.35447781,0.27464286,-3.0341367,1.6277418,58658.002,8.4578021,0.55362281,1.0676521,-8.8205257,0.91030207,-7.9078433,3.4000739e-06,1.2282973,0.00014767071,0.00036784707,0.028862998,0.028862998,0.96395372,0.00071061544,0.0003686932,0.029942306,0.96395372,0.70153968,1.3160606,-256.20642,0.0,-23.001016,5.1360652,5.1360652,6.6714702,6.8379246,6.9353452,7.0044805,7.0581127,6.8496504,6.8866957,6.8872849,6.8879053,6.8885807,6.8893427,6.8902304,6.8912884
1.0,95.0,95.0,-292.01966,0.16538476,0.19339555,5.0,31.0,0.0,302.85563,-10.073697,0.14601415,1.0378394,0.0023153157,0.77292512,0.43953476,-0.08275422,-12.646795,0.047752874,-0.22631301,-0.92511484,0.75903726,2.0725954,-0.32595991,0.19108134,-4.6474713,0.56793026,23840.348,8.3560969,0.37965363,0.8255499,-9.9221577,-0.036373356,-9.9567415,3.1832696e-06,1.9118327,4.9075152e-05,4.7406959e-05,0.0037601794,0.0037601794,0.83503828,0.00066530334,7.7519675e-05,0.0045030024,0.83503828,0.72183413,1.2105579,-258.10637,0.0,-19.894873,6.0781752,6.0781752,6.8025788,6.915844,6.9823556,7.029618,7.0663083,6.9238446,6.9491319,6.9518056,6.9544705,6.9571507,6.9598774,6.9626873,6.965621
1.0,96.0,96.0,-292.9162,0.966614,0.19339555,4.0,15.0,0.0,300.97923,-7.9829305,1.0191285,-1.0323411,1.9836094,-0.57504613,0.83139479,0.49713609,-15.597987,0.13305805,0.030060051,-0.36932528,0.12287495,-2.9069701,0.033887786,-0.13412287,-8.4293982,0.78879167,107147.74,8.0324506,0.29407346,0.83377097,-9.0350188,0.41331636,-9.7623693,1.688953e-07,0.48358941,0.00011916294,5.757804e-05,0.0053229561,0.0053229561,0.98849523,3.5299118e-05,2.6653033e-05,0.0053849082,0.98849523,1.0344685,0.87448261,-257.98688,0.0,-18.981733,6.2680098,6.2680098,6.8680976,6.9560396,7.0076285,7.0442721,7.0727124,6.9622439,6.9818537,6.9819399,6.9820328,6.9821375,6.9822605,6.9824101,6.9825958
1.0,97.0,97.0,-294.186,0.99426214,0.19339555,4.0,15.0,0.0,306.10012,-4.3490758,0.52100013,2.0344097,0.00098013202,-0.2454114,1.1970983,0.9502575,-7.6824631,0.031841343,-2.7356099,-0.44571806,0.55630603,0.25330262,-0.32067811,-0.29376668,-4.5159148,0.87257012,64344.309,7.2541747,0.058500178,0.83424518,-3.2891481,1.1375516,-2.151837,0.00042239547,0.73726765,0.037285601,0.11627037,9.2408883,9.2408883,0.98309803,0.088280652,0.070593863,9.3997628,0.98309803,0.72565679,0.7454504,-250.57678,0.0,-18.007296,6.9031736,6.9031736,7.2118493,7.2294596,7.2397609,7.2470699,7.2527392,7.2306994,7.2346164,7.2346413,7.2346682,7.2346987,7.2347348,7.234779,7.2348342
1.0,98.0,98.0,-296.09927,0.82470877,0.19339555,4.0,31.0,0.0,307.04186,-6.8585881,1.5978002,1.4905651,0.00014098008,0.47930383,0.79713849,0.71782362,-8.271384,0.015406952,-1.9818746,-0.67802753,0.4958669,0.55149567,0.71304114,0.049701013,-6.3687959,0.55102853,227169.4,6.6692673,0.13408391,0.88091732,-4.4769629,0.57220484,-3.9046905,0.00024804048,0.66727096,0.011367887,0.02014719,2.7135812,2.7135812,0.97462645,0.05184046,0.018805248,2.7842269,0.97462645,2.0401863,1.0509568,-252.2462,0.0,-21.064344,5.8647639,5.8647639,6.5010316,6.5413944,6.5650052,6.5817574,6.5947516,6.5442361,6.5532138,6.5533232,6.5534367,6.5535575,6.5536896,6.5538382,6.5540094
1.0,99.0,99.0,-294.1793,0.92500626,0.19339555,4.0,15.0,0.0,307.55288,-8.1013009,1.4435966,2.4221689,0.00018782217,-1.1528191,0.42747741,1.2932526,-12.318812,0.13991594,-0.27971831,-0.50306603,0.10445093,0.24946507,0.2787333,-0.18196863,-6.6272874,0.68920971,190247.32,7.6202557,0.040202027,0.7192487,-4.604666,0.55283625,-4.0520463,4.2954708e-06,0.62063684,0.010005043,0.01738676,1.8169356,1.8169356,0.99313669,0.0008977534,0.011658613,1.829492,0.99313669,1.3214549,0.83362749,-252.39512,0.0,-21.570552,7.3790435,7.3790435,7.5627348,7.5748366,7.5819157,7.5869385,7.5908345,7.5756886,7.5783803,7.5783821,7.5783852,7.5783903,7.5783986,7.5784117,7.5784312
1.0,100.0,100.0,-291.82139,0.97108514,0.19339555,5.0,31.0,0.0,303.91933,-8.9686662,0.28374315,-0.90537586,0.0067003945,-0.49367285,0.0032741223,0.94458352,-11.921044,0.12521136,-0.013654339,0.33858311,0.10884024,0.54632608,0.16412278,0.095617193,-8.2614144,0.76015675,58068.404,7.3878904,0.11401924,0.81694122,-9.2255604,0.003092682,-9.2257755,6.6376454e-06,1.4889116,9.8489519e-05,9.8468334e-05,0.0096982523,0.0096982523,0.86283412,0.0013872679,0.00015447608,0.011239996,0.86283412,1.178359,1.1003378,-257.42996,0.0,-17.493106,6.7037749,6.7037749,6.9674947,7.0016973,7.0217349,7.0359602,7.0469979,7.0041087,7.0117279,7.0123848,7.013041,7.0137023,7.0143761,7.0150712,7.0157974
